Source,Target
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,7
3111,7
3111,7
3111,7
3111,7
3111,7
3111,7
3111,8
3112,1
3112,1
3112,2
3112,3
3112,3
3112,3
3112,3
3112,3
3112,3
3112,3
3112,3
3112,3
3112,4
3112,4
3112,5
3112,5
3112,6
3112,6
3112,6
3112,6
3112,6
3112,8
3112,8
3112,8
3112,8
3112,8
3112,8
3112,8
3112,8
3112,8
3112,9
3112,9
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,5
3121,5
3121,5
3121,5
3121,5
3121,5
3121,5
3121,5
3121,5
3121,5
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,8
3122,2
3122,2
3122,2
3122,2
3122,2
3122,2
3122,2
3122,3
3122,3
3122,3
3122,4
3122,4
3122,6
3122,6
3122,9
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,2
3132,2
3132,2
3132,3
3132,3
3132,3
3132,3
3132,3
3132,3
3132,3
3132,3
3132,4
3132,4
3132,4
3132,4
3132,6
3132,6
3132,6
3132,6
3132,8
3132,8
3132,9
3132,9
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,4
3141,4
3141,4
3141,4
3141,4
3141,4
3141,4
3141,4
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,8
3141,8
3142,1
3142,1
3142,1
3142,1
3142,1
3142,1
3142,1
3142,1
3142,1
3142,1
3142,2
3142,2
3142,2
3142,2
3142,2
3142,3
3142,3
3142,3
3142,4
3142,4
3142,4
3142,6
3142,6
3142,8
3142,8
3142,9
3142,9
3142,9
3291,2
3291,2
3291,2
3291,2
3291,2
3291,2
3291,3
3291,3
3291,3
3291,4
3291,4
3291,6
3291,6
3291,6
3291,7
3291,7
3291,7
3292,1
3292,1
3292,1
3292,1
3292,2
3292,2
3292,2
3292,2
3292,2
3292,2
3292,3
3292,3
3292,4
3292,4
3292,6
3292,6
3292,8
3292,8
3292,9
3292,9
3292,9
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,1
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,2
3451,3
3451,3
3451,3
3451,3
3451,3
3451,3
3451,3
3451,3
3451,3
3451,3
3451,3
3451,3
3451,3
3451,3
3451,4
3451,4
3451,4
3451,5
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,6
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,7
3451,8
3452,1
3452,1
3452,1
3452,1
3452,3
3452,3
3452,3
3452,3
3452,4
3452,4
3452,4
3452,6
3452,8
3452,8
3452,8
3452,8
3452,9
3452,9
3452,9
3452,9
3452,9
3461,1
3461,1
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,2
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,3
3461,4
3461,4
3461,4
3461,4
3461,4
3461,4
3461,4
3461,4
3461,5
3461,5
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,6
3461,7
3461,7
3461,7
3461,7
3461,7
3461,7
3461,7
3461,7
3461,7
3461,8
3462,1
3462,2
3462,2
3462,2
3462,4
3462,4
3462,4
3462,4
3462,8
3471,1
3471,1
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,2
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,3
3471,4
3471,4
3471,4
3471,4
3471,4
3471,4
3471,4
3471,4
3471,4
3471,4
3471,8
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,6
3471,7
3471,7
3471,7
3471,7
3471,7
3471,7
3471,7
3471,7
3471,7
3471,7
3471,7
3471,7
3471,8
3472,1
3472,1
3472,1
3472,1
3472,1
3472,1
3472,3
3472,4
3472,4
3472,6
3472,6
3472,8
3472,8
3472,8
3472,8
3472,8
3472,8
3472,8
3472,8
3472,8
3472,8
3472,8
3472,8
3472,8
3472,8
3472,8
3472,8
3472,9
3472,9
3472,9
3472,9
3472,9
3472,9
3472,9
3472,9
4111,1
4111,1
4111,2
4111,2
4111,2
4111,2
4111,3
4111,3
4111,4
4111,4
4111,6
4111,6
4111,6
4111,6
4111,5
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4111,7
4291,1
4291,1
4291,1
4291,1
4291,1
4291,1
4291,1
4291,1
4291,2
4291,2
4291,2
4291,3
4291,3
4291,3
4291,3
4291,3
4291,4
4291,4
4291,4
4291,4
4291,4
4291,4
4291,4
4291,4
4291,4
4291,4
4291,6
4291,6
4291,6
4291,6
4291,6
4291,6
4291,6
4291,7
4291,7
4291,7
4451,1
4451,1
4451,1
4451,1
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,2
4451,3
4451,3
4451,3
4451,3
4451,3
4451,3
4451,3
4451,3
4451,3
4451,3
4451,3
4451,3
4451,3
4451,3
4451,3
4451,3
4451,4
4451,5
4451,6
4451,7
4451,7
4451,7
4451,7
4451,8
10011,1
10011,3
10011,3
10011,3
10011,3
10011,4
10011,9
10012,2
10012,4
10012,6
10012,6
10012,6
10012,7
10012,7
10012,7
10012,9
21010,1
21010,1
21010,1
21010,1
21010,1
21010,1
21010,1
21010,1
21010,1
21010,1
21010,1
21010,1
21010,1
21010,1
21010,1
21010,1
21010,8
21010,8
21010,8
21010,8
21010,8
21010,8
21010,8
32101,1
32101,1
32101,1
32101,1
32101,1
32101,1
32101,1
32101,1
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,2
32101,3
32101,3
32101,3
32101,3
32101,3
32101,3
32101,3
32101,3
32101,4
32101,4
32101,4
32101,4
32101,6
32101,6
32101,6
32101,6
32101,6
32101,6
32101,7
32101,7
32101,7
32101,7
32101,7
32101,7
32101,7
32101,7
32101,7
32101,7
32101,7
32101,7
32101,7
32101,7
32101,7
32102,1
32102,2
32102,2
32102,2
32102,3
32102,3
32102,3
32102,3
32102,4
32102,4
32102,6
32102,6
32102,6
32102,6
32102,8
32102,8
32102,8
32102,8
32102,9
32102,9
32102,9
32102,9
32102,9
32102,9
32102,9
32102,9
32111,2
32111,2
32111,2
32111,2
32111,2
32111,2
32111,3
32111,3
32111,3
32111,3
32111,4
32111,4
32111,4
32111,4
32111,6
32111,6
32111,6
32111,7
32111,7
32112,1
32112,1
32112,1
32112,1
32112,2
32112,2
32112,3
32112,3
32112,3
32112,3
32112,4
32112,4
32112,4
32112,4
32112,6
32112,6
32112,6
32112,6
32112,6
32112,6
32112,8
32112,8
32112,9
32112,9
32121,1
32121,1
32121,1
32121,1
32121,1
32121,1
32121,1
32121,1
32121,2
32121,2
32121,2
32121,2
32121,2
32121,2
32121,2
32121,2
32121,3
32121,3
32121,4
32121,4
32121,4
32121,4
32121,4
32121,4
32121,4
32121,4
32121,4
32121,4
32121,4
32121,4
32121,6
32121,6
32121,6
32121,6
32121,6
32121,6
32121,6
32121,6
32121,6
32121,6
32121,6
32121,6
32121,7
32121,7
32121,7
32121,7
32121,7
32121,7
32121,7
32121,7
32121,7
32121,7
32121,7
32121,7
32121,7
32121,7
32121,7
32131,1
32131,1
32131,1
32131,2
32131,2
32131,2
32131,2
32131,2
32131,2
32131,2
32131,2
32131,2
32131,2
32131,2
32131,2
32131,2
32131,2
32131,3
32131,3
32131,3
32131,3
32131,3
32131,3
32131,3
32131,3
32131,3
32131,3
32131,3
32131,4
32131,4
32131,6
32131,7
32131,7
32132,1
32132,1
32132,1
32132,1
32132,1
32132,1
32132,1
32132,1
32132,1
32132,2
32132,2
32132,2
32132,2
32132,2
32132,2
32132,2
32132,2
32132,2
32132,2
32132,2
32132,2
32132,2
32132,2
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,3
32132,4
32132,4
32132,4
32132,4
32132,4
32132,4
32132,4
32132,4
32132,4
32132,4
32132,4
32132,4
32132,5
32132,6
32132,6
32132,6
32132,6
32132,6
32132,6
32132,6
32132,6
32132,6
32132,6
32132,6
32132,6
32132,6
32132,6
32132,6
32132,6
33141,1
33141,1
33141,1
33141,1
33141,1
33141,1
33141,1
33141,1
33141,1
33141,1
33141,1
33141,1
33141,2
33141,2
33141,3
33141,3
33141,3
33141,3
33141,3
33141,3
33141,3
33141,4
33141,4
33141,4
33141,6
33141,6
33141,7
33141,7
33141,7
33141,7
33141,7
33141,7
33142,1
33142,1
33142,1
33142,1
33142,1
33142,1
33142,1
33142,1
33142,2
33142,2
33142,2
33142,2
33142,2
33142,2
33142,3
33142,3
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,4
33142,6
33142,6
33142,6
33142,6
33142,6
33142,6
33142,6
33142,6
33142,8
33142,8
33142,9
33142,9
33142,9
33142,9
33142,9
33142,9
33142,9
33142,9
33142,9
33142,9
33142,9
33142,9
33151,1
33151,1
33151,1
33151,2
33151,2
33151,3
33151,3
33151,4
33151,4
33151,4
33151,4
33151,4
33151,4
33151,6
33151,6
33151,6
33151,6
33151,7
33151,7
33151,7
33151,7
33151,8
33151,8
33151,8
33151,8
33151,8
33152,1
33152,1
33152,1
33152,1
33152,2
33152,3
33152,3
33152,4
33152,4
33152,5
33152,6
33152,6
33152,8
33152,9
33152,9
0,4
,
